一级标签,二级标签,标签定义,用户问题,标准回答,回答来源,法规依据,依据编码,关键词,同义词,风险等级,适用场景,备注
安全用气,设备安全,,灶具找谁修？,"关于""灶具找谁修？""，请先按排查步骤自查（检查阀门、电池、火盖等）。如无法自行解决，请拨打24小时客服热线0734-8677777报修。一般故障24小时内上门，紧急抢修市区30分钟到场。涉及燃气管路的维修请勿自行操作。",衡阳市天然气有限责任公司,衡阳天然气公司服务规范,,,,低,,
安全用气,设备安全,,灶具修一下多少钱？,"关于""灶具修一下多少钱？""，请先按排查步骤自查（检查阀门、电池、火盖等）。如无法自行解决，请拨打24小时客服热线0734-8677777报修。一般故障24小时内上门，紧急抢修市区30分钟到场。涉及燃气管路的维修请勿自行操作。",衡阳市天然气有限责任公司,衡阳天然气公司服务规范,,,,低,,
安全用气,设备安全,,灶具自己修可以吗？,"关于""灶具自己修可以吗？""，请先按排查步骤自查（检查阀门、电池、火盖等）。如无法自行解决，请拨打24小时客服热线0734-8677777报修。一般故障24小时内上门，紧急抢修市区30分钟到场。涉及燃气管路的维修请勿自行操作。",衡阳市天然气有限责任公司,衡阳天然气公司服务规范,,,,低,,
安全用气,设备安全,,报修灶具要等多久？,"关于""报修灶具要等多久？""，请先按排查步骤自查（检查阀门、电池、火盖等）。如无法自行解决，请拨打24小时客服热线0734-8677777报修。一般故障24小时内上门，紧急抢修市区30分钟到场。涉及燃气管路的维修请勿自行操作。",衡阳市天然气有限责任公司,衡阳天然气公司服务规范,,,,低,,
安全用气,设备安全,,灶具保修期多久？,"关于""灶具保修期多久？""，请先按排查步骤自查（检查阀门、电池、火盖等）。如无法自行解决，请拨打24小时客服热线0734-8677777报修。一般故障24小时内上门，紧急抢修市区30分钟到场。涉及燃气管路的维修请勿自行操作。",衡阳市天然气有限责任公司,衡阳天然气公司服务规范,,,,低,,
安全用气,设备安全,,热水器找谁修？,"关于""热水器找谁修？""，请先按排查步骤自查（检查阀门、电池、火盖等）。如无法自行解决，请拨打24小时客服热线0734-8677777报修。一般故障24小时内上门，紧急抢修市区30分钟到场。涉及燃气管路的维修请勿自行操作。",衡阳市天然气有限责任公司,衡阳天然气公司服务规范,,,,低,,
安全用气,设备安全,,热水器修一下多少钱？,"关于""热水器修一下多少钱？""，请先按排查步骤自查（检查阀门、电池、火盖等）。如无法自行解决，请拨打24小时客服热线0734-8677777报修。一般故障24小时内上门，紧急抢修市区30分钟到场。涉及燃气管路的维修请勿自行操作。",衡阳市天然气有限责任公司,衡阳天然气公司服务规范,,,,低,,
安全用气,设备安全,,热水器自己修可以吗？,"关于""热水器自己修可以吗？""，请先按排查步骤自查（检查阀门、电池、火盖等）。如无法自行解决，请拨打24小时客服热线0734-8677777报修。一般故障24小时内上门，紧急抢修市区30分钟到场。涉及燃气管路的维修请勿自行操作。",衡阳市天然气有限责任公司,衡阳天然气公司服务规范,,,,低,,
安全用气,设备安全,,报修热水器要等多久？,"关于""报修热水器要等多久？""，请先按排查步骤自查（检查阀门、电池、火盖等）。如无法自行解决，请拨打24小时客服热线0734-8677777报修。一般故障24小时内上门，紧急抢修市区30分钟到场。涉及燃气管路的维修请勿自行操作。",衡阳市天然气有限责任公司,衡阳天然气公司服务规范,,,,低,,
安全用气,设备安全,,热水器保修期多久？,"关于""热水器保修期多久？""，请先按排查步骤自查（检查阀门、电池、火盖等）。如无法自行解决，请拨打24小时客服热线0734-8677777报修。一般故障24小时内上门，紧急抢修市区30分钟到场。涉及燃气管路的维修请勿自行操作。",衡阳市天然气有限责任公司,衡阳天然气公司服务规范,,,,低,,
安全用气,设施保护,,管道找谁修？,"关于""管道找谁修？""，请先按排查步骤自查（检查阀门、电池、火盖等）。如无法自行解决，请拨打24小时客服热线0734-8677777报修。一般故障24小时内上门，紧急抢修市区30分钟到场。涉及燃气管路的维修请勿自行操作。",衡阳市天然气有限责任公司,衡阳天然气公司服务规范,,,,低,,
安全用气,设施保护,,管道修一下多少钱？,"关于""管道修一下多少钱？""，请先按排查步骤自查（检查阀门、电池、火盖等）。如无法自行解决，请拨打24小时客服热线0734-8677777报修。一般故障24小时内上门，紧急抢修市区30分钟到场。涉及燃气管路的维修请勿自行操作。",衡阳市天然气有限责任公司,衡阳天然气公司服务规范,,,,低,,
安全用气,设施保护,,管道自己修可以吗？,"关于""管道自己修可以吗？""，请先按排查步骤自查（检查阀门、电池、火盖等）。如无法自行解决，请拨打24小时客服热线0734-8677777报修。一般故障24小时内上门，紧急抢修市区30分钟到场。涉及燃气管路的维修请勿自行操作。",衡阳市天然气有限责任公司,衡阳天然气公司服务规范,,,,低,,
安全用气,设施保护,,报修管道要等多久？,"关于""报修管道要等多久？""，请先按排查步骤自查（检查阀门、电池、火盖等）。如无法自行解决，请拨打24小时客服热线0734-8677777报修。一般故障24小时内上门，紧急抢修市区30分钟到场。涉及燃气管路的维修请勿自行操作。",衡阳市天然气有限责任公司,衡阳天然气公司服务规范,,,,低,,
安全用气,设施保护,,管道保修期多久？,"关于""管道保修期多久？""，请先按排查步骤自查（检查阀门、电池、火盖等）。如无法自行解决，请拨打24小时客服热线0734-8677777报修。一般故障24小时内上门，紧急抢修市区30分钟到场。涉及燃气管路的维修请勿自行操作。",衡阳市天然气有限责任公司,衡阳天然气公司服务规范,,,,低,,
安全用气,用气常识,,报修服务-故障报修-常见问题1：我想要了解报修服务中关于故障报修方面的详细信息，请问有什么需要注意的？,关于报修服务故障报修方面的问题：建议您联系衡阳天然气客服热线0734-8677777获取最准确的信息，或关注微信公众号衡阳天然气在线查询相关服务指南。衡阳天然气公司将为您提供专业的解答和服务。,衡阳市天然气有限责任公司,衡阳天然气公司服务规范,,,,中,,
安全用气,用气常识,,报修服务-故障报修-常见问题2：我想要了解报修服务中关于故障报修方面的详细信息，请问有什么需要注意的？,关于报修服务故障报修方面的问题：建议您联系衡阳天然气客服热线0734-8677777获取最准确的信息，或关注微信公众号衡阳天然气在线查询相关服务指南。衡阳天然气公司将为您提供专业的解答和服务。,衡阳市天然气有限责任公司,衡阳天然气公司服务规范,,,,中,,
安全用气,用气常识,,报修服务-故障报修-常见问题3：我想要了解报修服务中关于故障报修方面的详细信息，请问有什么需要注意的？,关于报修服务故障报修方面的问题：建议您联系衡阳天然气客服热线0734-8677777获取最准确的信息，或关注微信公众号衡阳天然气在线查询相关服务指南。衡阳天然气公司将为您提供专业的解答和服务。,衡阳市天然气有限责任公司,衡阳天然气公司服务规范,,,,中,,
上门服务,故障报修,,燃气灶其中一个灶眼火力明显比另一个小怎么办？,可能原因：该灶眼火盖火孔部分堵塞拆下火盖用牙签通透并冲洗晾干；风门调节不当调节对应风门拨片；喷嘴堵塞需专业人员拆机清理。自行清理火盖和调节风门后仍无法解决的拨打0734-8677777预约维修。,衡阳市天然气有限责任公司,GB 16410-2020,,,,中,,
上门服务,故障报修,,燃气灶玻璃面板有裂纹还能继续用吗？,强烈建议立即停用并更换灶具！钢化玻璃面板出现裂纹存在突然爆裂风险尤其是在高温加热时。裂纹处可能渗入汤汁油污导致加热时局部应力集中引发爆裂。即使裂纹很小也不能继续使用。,国家级法规,GB 16410-2020,,,,高,,
安全用气,设备安全,,热水器用着用着自动熄火了怎么办？,可能原因：水压过低触发低水压保护检查进水阀是否完全开启；燃气压力偏低检查灶具是否同样火力不足；排烟管堵塞或倒风检查排烟管出口有无异物；过热保护触发使用超过30分钟建议暂停。记录错误代码拨打客服热线报修。,衡阳市天然气有限责任公司,GB 6932-2015,,,,中,,
上门服务,故障报修,,燃气灶旋钮拧不动了怎么办？,可能原因及处理：灶具旋钮被汤汁油污粘住用湿布清洁旋钮周围等待干燥后在旋钮轴上滴一滴食用油润滑；旋钮内部的阀芯卡涩长期不用导致不要强行用力拧以免损坏；旋钮或阀芯损坏需更换配件联系厂家售后或拨打客服热线预约维修。长期不用的灶具建议每月开关一次各旋钮保持润滑。,衡阳市天然气有限责任公司,GB 16410-2020,,,,中,,
安全用气,设备安全,,燃气灶点火后火焰跳来跳去不稳定怎么办？,火焰跳动（离焰或回火）的原因及处理：风门调节不当调节灶具底部风门使火焰稳定；火盖未放平重新放平火盖；燃气压力波动观察是否高峰期出现；灶眼周围有风吹空调风或窗口风影响关闭附近门窗。如持续火焰不稳定应停用报修离焰可能导致燃烧不完全产生一氧化碳。,国家级法规,GB 16410-2020,,,,高,,
上门服务,故障报修,,报修后维修师傅上门需要准备什么？,报修后请做好以下准备：确保维修时段家中有人；提前清理灶具和管道周围的杂物保证维修空间；准备好开户人身份证以便核对；如有相关保修卡和发票一并找出；手机拍照记录维修前设备的状况。维修过程中如有疑问可随时提出维修完成后签收工单并保留。,衡阳市天然气有限责任公司,衡阳天然气公司服务规范,,,,低,,
安全用气,设备安全,,热水器排烟管出口被鸟筑巢堵住了怎么办？,排烟管被堵塞会导致燃烧废气倒灌入室极其危险！处理：立即停用热水器；关闭热水器燃气阀门；请专业人员清理排烟管鸟巢（建议安装防鸟网防止再次筑巢）；清理完成后开窗通风10分钟再恢复使用。秋冬季节鸟类易在排烟管筑巢建议每年秋季检查一次排烟管出口。,国家级法规,GB 6932-2015,,,,高,,
